t_sec,x_paper,y_paper
472.000,0.6224,1.8959
472.167,0.6238,1.8994
472.333,0.6253,1.9012
472.500,0.6234,1.9044
472.667,0.6248,1.9079
472.833,0.6263,1.9097
473.000,0.6160,1.9123
473.167,0.5888,1.9151
473.333,0.5619,1.9145
473.500,0.5386,1.9109
473.667,0.5154,1.9073
473.833,0.5020,1.9061
474.000,0.4836,1.9046
474.167,0.4684,1.9050
474.333,0.4584,1.9042
474.500,0.4534,1.9038
474.667,0.4332,1.9038
474.833,0.4265,1.9032
475.000,0.4148,1.9023
475.167,0.4081,1.9017
475.333,0.4065,1.9016
475.500,0.4083,1.9000
475.667,0.4083,1.9000
475.833,0.4083,1.9000
476.000,0.4083,1.9000
476.167,0.4083,1.9000
476.333,0.4083,1.9000
476.500,0.4083,1.9000
476.667,0.4083,1.9000
476.833,0.4083,1.9000
477.000,0.4083,1.9000
477.167,0.4083,1.9000
477.333,0.4083,1.9000
477.500,0.4065,1.9016
477.667,0.4065,1.9016
477.833,0.4065,1.9016
478.000,0.4083,1.9000
478.167,0.4083,1.9000
478.333,0.4083,1.9000
478.500,0.4081,1.9017
478.667,0.4065,1.9016
478.833,0.4065,1.9016
479.000,0.4065,1.9016
479.167,0.4065,1.9016
479.333,0.4065,1.9016
479.500,0.4065,1.9016
479.667,0.4083,1.9000
479.833,0.4083,1.9000
480.000,0.4083,1.9000
480.167,0.4083,1.9000
480.333,0.4083,1.9000
480.500,0.4083,1.9000
480.667,0.4065,1.9016
480.833,0.4065,1.9016
481.000,0.3998,1.9010
481.167,0.3913,1.9020
481.333,0.3810,1.9045
481.500,0.3743,1.9040
481.667,0.3676,1.9034
481.833,0.3559,1.9024
482.000,0.3473,1.9051
482.167,0.3440,1.9048
482.333,0.3305,1.9054
482.500,0.3288,1.9053
482.667,0.3288,1.9053
482.833,0.3288,1.9053
483.000,0.3288,1.9053
483.167,0.3288,1.9053
483.333,0.3255,1.9050
483.500,0.3238,1.9048
483.667,0.3174,1.9009
483.833,0.3191,1.9011
484.000,0.3195,1.8960
484.167,0.3177,1.8976
484.333,0.3167,1.8890
484.500,0.3119,1.8870
484.667,0.3119,1.8870
484.833,0.3139,1.8821
485.000,0.3103,1.8851
485.167,0.3074,1.8798
485.333,0.3060,1.8763
485.500,0.3045,1.8745
485.667,0.3030,1.8727
485.833,0.2963,1.8721
486.000,0.2945,1.8737
486.167,0.2914,1.8701
486.333,0.2881,1.8698
486.500,0.2831,1.8694
486.667,0.2797,1.8691
486.833,0.2749,1.8670
487.000,0.2765,1.8671
487.167,0.2729,1.8702
487.333,0.2707,1.8768
487.500,0.2703,1.8818
487.667,0.2728,1.8921
487.833,0.2772,1.8993
488.000,0.2812,1.9114
488.167,0.2812,1.9114
488.333,0.2812,1.9114
488.500,0.2812,1.9114
488.667,0.2855,1.9202
488.833,0.2880,1.9306
489.000,0.2923,1.9394
489.167,0.2969,1.9448
489.333,0.2996,1.9535
489.500,0.3040,1.9606
489.667,0.3051,1.9675
489.833,0.3096,1.9746
490.000,0.3139,1.9834
490.167,0.3150,1.9903
490.333,0.3193,1.9991
490.500,0.3239,2.0045
490.667,0.3236,2.0079
490.833,0.3253,2.0080
491.000,0.3253,2.0080
491.167,0.3253,2.0080
491.333,0.3236,2.0079
491.500,0.3236,2.0079
491.667,0.3238,2.0062
491.833,0.3254,2.0064
492.000,0.3254,2.0064
492.167,0.3254,2.0064
492.333,0.3254,2.0064
492.500,0.3238,2.0062
492.667,0.3250,2.0114
492.833,0.3249,2.0131
493.000,0.3246,2.0164
493.167,0.3243,2.0198
493.333,0.3224,2.0230
493.500,0.3190,2.0227
493.667,0.3155,2.0241
493.833,0.3136,2.0273
494.000,0.3118,2.0289
494.167,0.3114,2.0339
494.333,0.3079,2.0353
494.500,0.3059,2.0385
494.667,0.3073,2.0420
494.833,0.3055,2.0436
495.000,0.3020,2.0450
495.167,0.3034,2.0485
495.333,0.3030,2.0535
495.500,0.3196,2.0566
495.667,0.3552,2.0528
495.833,0.3843,2.0468
496.000,0.4165,2.0444
496.167,0.4591,2.0378
496.333,0.4917,2.0304
496.500,0.5275,2.0249
496.667,0.5615,2.0210
496.833,0.5937,2.0186
497.000,0.6262,2.0129
497.167,0.6602,2.0090
497.333,0.6876,2.0045
497.500,0.7283,2.0011
497.667,0.7417,2.0022
497.833,0.7417,2.0022
498.000,0.7502,2.0012
498.167,0.7841,1.9990
498.333,0.8165,1.9949
498.500,0.8471,1.9924
498.667,0.8826,1.9920
498.833,0.9234,1.9886
499.000,0.9575,1.9847
499.167,0.9915,1.9807
499.333,1.0252,1.9819
499.500,1.0592,1.9796
499.667,1.0933,1.9757
499.833,1.1275,1.9717
500.000,1.1633,1.9679
500.167,1.1988,1.9675
500.500,1.2754,1.9620
500.667,1.3094,1.9598
500.833,1.3334,1.9567
501.000,1.3691,1.9546
501.167,1.4064,1.9543
501.333,1.4389,1.9502
501.500,1.4731,1.9462
501.667,1.5055,1.9438
501.833,1.5328,1.9410
502.000,1.5601,1.9382
502.500,1.6357,1.9258
502.667,1.6357,1.9258
502.833,1.6357,1.9258
503.000,1.6357,1.9258
503.167,1.6357,1.9258
503.333,1.6357,1.9258
503.500,1.6357,1.9258
503.667,1.6357,1.9258
503.833,1.6357,1.9258
504.000,1.6357,1.9258
504.167,1.6324,1.9255
504.500,1.6254,1.9284
504.667,1.6151,1.9292
505.000,1.5979,1.9329
505.333,1.5839,1.9385
505.500,1.5771,1.9379
505.667,1.5704,1.9374
505.833,1.5648,1.9437
506.000,1.5547,1.9428
506.333,1.5356,1.9480
506.500,1.5288,1.9492
506.667,1.5233,1.9538
506.833,1.5132,1.9530
507.000,1.5027,1.9572
507.167,1.4958,1.9583
507.333,1.4908,1.9579
507.667,1.4734,1.9632
507.833,1.4667,1.9627
508.167,1.4493,1.9680
508.333,1.4441,1.9693
508.500,1.4319,1.9733
508.667,1.4302,1.9732
509.000,1.4045,1.9778
509.167,1.4008,1.9809
509.333,1.3905,1.9835
509.500,1.3821,1.9828
509.667,1.3751,1.9856
509.833,1.3699,1.9868
510.000,1.3596,1.9877
510.167,1.3524,1.9939
510.333,1.3440,1.9932
510.500,1.3370,1.9960
510.667,1.3336,1.9957
510.833,1.3336,1.9957
511.000,1.3351,1.9975
511.167,1.3351,1.9975
511.333,1.3353,1.9958
511.500,1.3353,1.9958
511.667,1.3353,1.9958
511.833,1.3353,1.9958
512.167,1.3284,1.9969
512.333,1.3235,1.9948
512.500,1.3236,1.9932
512.667,1.3222,1.9896
512.833,1.3207,1.9878
513.167,1.3197,1.9793
513.333,1.3284,1.9766
513.500,1.3602,1.9809
513.667,1.3931,1.9922
513.833,1.4260,2.0051
514.000,1.4522,2.0157
514.167,1.4914,2.0343
514.333,1.5208,2.0486
514.500,1.5472,2.0576
514.667,1.5832,2.0742
514.833,1.6142,2.0886
515.000,1.6434,2.1064
515.167,1.6725,2.1241
515.333,1.6967,2.1397
515.500,1.7306,2.1612
515.667,1.7564,2.1787
516.000,1.7694,2.1866
516.167,1.7709,2.1884
516.333,1.7690,2.1916
516.667,1.7737,2.1971
518.500,1.7817,2.2029
519.167,1.7826,2.2132
519.333,1.7823,2.2165
519.500,1.7805,2.2181
519.667,1.7836,2.2217
520.000,1.7864,2.2288
520.167,1.7843,2.2337
520.333,1.7877,2.2340
520.667,1.7907,2.2393
520.833,1.7941,2.2396
521.000,1.7938,2.2430
521.167,1.7987,2.2451
521.333,1.7986,2.2468
521.500,1.8052,2.2491
521.667,1.8068,2.2509
521.833,1.8120,2.2496
522.167,1.8186,2.2519
522.500,1.8168,2.2534
522.667,1.8168,2.2534
522.833,1.8168,2.2534
523.000,1.8168,2.2534
523.167,1.8168,2.2534
523.333,1.8168,2.2534
523.500,1.8168,2.2534
523.667,1.8168,2.2534
524.000,1.8087,2.2476
524.167,1.8070,2.2475
524.500,1.8171,2.2059
524.667,1.8363,2.1786
524.833,1.8480,2.1591
525.000,1.8503,2.1525
525.167,1.8487,2.1507
525.333,1.8456,2.1470
525.500,1.8398,2.1347
525.667,1.8370,2.1276
525.833,1.8370,2.1276
526.000,1.8354,2.1258
526.167,1.8354,2.1258
526.333,1.8354,2.1258
526.500,1.8354,2.1258
526.667,1.8354,2.1258
526.833,1.8354,2.1258
527.000,1.8354,2.1258
527.167,1.8338,2.1240
527.333,1.8354,2.1258
527.500,1.8354,2.1258
527.667,1.8370,2.1276
527.833,1.8370,2.1276
528.000,1.8370,2.1276
528.167,1.8370,2.1276
528.333,1.8370,2.1276
528.500,1.8370,2.1276
528.667,1.8370,2.1276
528.833,1.8398,2.1347
529.000,1.8398,2.1347
529.167,1.8398,2.1347
529.333,1.8398,2.1347
529.500,1.8398,2.1347
529.833,1.8428,2.1400
530.000,1.8443,2.1418
530.167,1.8443,2.1418
530.333,1.8443,2.1418
530.500,1.8426,2.1417
530.667,1.8443,2.1418
530.833,1.8491,2.1456
531.000,1.8508,2.1458
531.167,1.8507,2.1475
531.333,1.8536,2.1528
531.500,1.8551,2.1563
531.667,1.8596,2.1635
531.833,1.8645,2.1656
532.000,1.8645,2.1656
532.167,1.8645,2.1656
534.667,1.8630,2.1638
534.833,1.8600,2.1584
535.000,1.8601,2.1568
535.167,1.8587,2.1532
535.333,1.8572,2.1514
535.667,1.8539,2.1494
535.833,1.8522,2.1493
536.167,1.8440,2.1452
536.500,1.8428,2.1400
536.833,1.8347,2.1342
537.000,1.8301,2.1288
537.167,1.8270,2.1251
537.333,1.8255,2.1216
537.667,1.8330,2.1137
537.833,1.8349,2.1105
538.000,1.8352,2.1071
538.167,1.8374,2.1005
538.333,1.8374,2.1005
538.500,1.8374,2.1005
538.667,1.8374,2.1005
538.833,1.8374,2.1005
539.000,1.8374,2.1005
539.167,1.8374,2.1005
539.333,1.8374,2.1005
539.500,1.8373,2.1022
539.833,1.8353,2.1054
540.000,1.8332,2.1103
540.167,1.8335,2.1070
540.500,1.8309,2.1186
540.667,1.8303,2.1254
540.833,1.8332,2.1324
541.000,1.8377,2.1396
541.167,1.8391,2.1431
541.333,1.8355,2.1462
541.500,1.8308,2.1407
542.000,1.8337,2.1477
542.167,1.8351,2.1513
542.333,1.8364,2.1565
542.667,1.8395,2.1601
543.333,1.8509,2.1662
543.500,1.8543,2.1665
543.833,1.8575,2.1684
544.000,1.8574,2.1701
544.167,1.8574,2.1701
544.333,1.8574,2.1701
544.500,1.8575,2.1684
544.667,1.8574,2.1701
544.833,1.8575,2.1684
545.000,1.8575,2.1684
545.167,1.8574,2.1701
545.500,1.8528,2.1629
545.667,1.8513,2.1611
545.833,1.8461,2.1624
546.000,1.8447,2.1589
546.167,1.8413,2.1586
546.333,1.8416,2.1552
546.500,1.8382,2.1549
546.667,1.8369,2.1497
546.833,1.8353,2.1479
547.167,1.8322,2.1442
547.333,1.8293,2.1389
547.500,1.8312,2.1356
548.000,1.8282,2.1303
548.833,1.8270,2.1251
549.000,1.8270,2.1251
549.167,1.8224,2.1179
549.333,1.8245,2.1130
549.500,1.8263,2.1115
549.667,1.8249,2.1079
549.833,1.8267,2.1064
550.000,1.8287,2.1032
550.167,1.8326,2.0967
550.333,1.8325,2.0984
550.500,1.8378,2.0954
550.667,1.8378,2.0954
551.000,1.8451,2.0892
551.167,1.8468,2.0894
551.333,1.8487,2.0861
551.500,1.8537,2.0882
551.667,1.8558,2.0833
551.833,1.8573,2.0852
552.000,1.8600,2.0939
552.167,1.8596,2.0989
552.500,1.8628,2.1230
552.667,1.8623,2.1297
552.833,1.8632,2.1400
553.000,1.8629,2.1434
553.167,1.8622,2.1518
553.333,1.8645,2.1656
553.500,1.8624,2.1706
553.667,1.8633,2.1808
553.833,1.8651,2.1793
554.000,1.8651,2.1793
554.167,1.8651,2.1793
554.333,1.8646,2.1860
554.500,1.8641,2.1928
554.667,1.8634,2.2012
554.833,1.8630,2.2063
555.000,1.8636,2.2200
555.167,1.8618,2.2215
555.333,1.8635,2.2216
555.500,1.8631,2.2267
555.667,1.8631,2.2267
555.833,1.8631,2.2267
556.167,1.8648,2.2269
556.333,1.8646,2.2285
556.500,1.8645,2.2302
556.667,1.8659,2.2337
556.833,1.8694,2.2323
557.333,1.8759,2.2363
558.167,1.8921,2.2462
558.333,1.8940,2.2446
558.500,1.8955,2.2464
559.000,1.8998,2.2570
560.500,1.7175,2.2621
561.167,1.5754,2.2552
561.667,1.5313,2.2549
561.833,1.4922,2.2567
562.167,1.4243,2.2578
562.333,1.3906,2.2550
562.833,1.2818,2.2594
563.167,1.2194,2.2558
563.333,1.1921,2.2586
563.500,1.1516,2.2569
563.667,1.1176,2.2591
563.833,1.0772,2.2574
564.000,1.0433,2.2580
564.167,1.0162,2.2591
564.333,0.9808,2.2578
564.500,0.9419,2.2579
564.667,0.9065,2.2566
564.833,0.8727,2.2571
565.000,0.8472,2.2584
565.167,0.8070,2.2550
565.333,0.7715,2.2554
565.500,0.7394,2.2561
565.667,0.7059,2.2532
565.833,0.6687,2.2535
566.000,0.6348,2.2557
566.167,0.6012,2.2546
566.333,0.5726,2.2538
566.500,0.5339,2.2523
566.667,0.5034,2.2548
566.833,0.4765,2.2542
567.000,0.4564,2.2525
567.167,0.4292,2.2553
567.333,0.4109,2.2537
567.667,0.3770,2.2559
567.833,0.3653,2.2550
568.000,0.3519,2.2538
568.167,0.3419,2.2530
568.333,0.3299,2.2554
568.500,0.3214,2.2563
568.667,0.3165,2.2542
568.833,0.3061,2.2584
569.000,0.2959,2.2593
569.167,0.2892,2.2587
569.333,0.2787,2.2646
569.500,0.2720,2.2640
569.667,0.2620,2.2632
569.833,0.2553,2.2626
570.000,0.2483,2.2654
570.167,0.2380,2.2679
570.333,0.2380,2.2679
570.500,0.2380,2.2679
570.667,0.2327,2.2708
570.833,0.2309,2.2724
571.000,0.2273,2.2755
571.167,0.2287,2.2790
571.333,0.2288,2.2773
571.500,0.2288,2.2773
571.667,0.2288,2.2773
571.833,0.2288,2.2773
572.000,0.2288,2.2773
572.167,0.2288,2.2773
572.333,0.2288,2.2773
572.500,0.2288,2.2773
572.667,0.2288,2.2773
572.833,0.2288,2.2773
573.000,0.2288,2.2773
573.167,0.2288,2.2773
573.333,0.2287,2.2790
573.500,0.2287,2.2790
573.667,0.2288,2.2773
573.833,0.2288,2.2773
574.000,0.2287,2.2790
574.167,0.2287,2.2790
574.333,0.2287,2.2790
574.500,0.2288,2.2773
574.667,0.2288,2.2773
574.833,0.2288,2.2773
575.000,0.2288,2.2773
575.167,0.2287,2.2790
575.333,0.2287,2.2790
575.500,0.2287,2.2790
575.667,0.2287,2.2790
575.833,0.2287,2.2790
576.000,0.2287,2.2790
576.167,0.2287,2.2790
576.333,0.2287,2.2790
576.500,0.2288,2.2773
576.667,0.2288,2.2773
576.833,0.2288,2.2773
577.000,0.2288,2.2773
577.167,0.2288,2.2773
577.333,0.2288,2.2773
577.500,0.2288,2.2773
577.667,0.2287,2.2790
577.833,0.2287,2.2790
578.000,0.2287,2.2790
578.167,0.2287,2.2790
578.333,0.2287,2.2790
578.500,0.2288,2.2773
578.667,0.2288,2.2773
578.833,0.2288,2.2773
579.000,0.2288,2.2773
579.167,0.2288,2.2773
579.333,0.2288,2.2773
579.500,0.2288,2.2773
579.667,0.2287,2.2790
579.833,0.2287,2.2790
580.000,0.2288,2.2773
580.167,0.2288,2.2773
580.333,0.2288,2.2773
580.500,0.2287,2.2790
580.667,0.2287,2.2790
580.833,0.2287,2.2790
581.000,0.2287,2.2790
581.167,0.2287,2.2790
581.333,0.2288,2.2773
581.500,0.2288,2.2773
581.667,0.2288,2.2773
581.833,0.2288,2.2773
582.000,0.2287,2.2790
582.167,0.2287,2.2790
582.333,0.2287,2.2790
582.500,0.2288,2.2773
582.667,0.2288,2.2773
582.833,0.2287,2.2790
583.000,0.2287,2.2790
583.167,0.2287,2.2790
583.333,0.2287,2.2790
583.500,0.2287,2.2790
583.667,0.2288,2.2773
583.833,0.2288,2.2773
584.000,0.2288,2.2773
584.167,0.2288,2.2773
584.333,0.2288,2.2773
584.500,0.2287,2.2790
584.667,0.2287,2.2790
584.833,0.2287,2.2790
585.000,0.2287,2.2790
585.167,0.2288,2.2773
585.333,0.2288,2.2773
585.500,0.2288,2.2773
585.667,0.2287,2.2790
585.833,0.2287,2.2790
586.000,0.2287,2.2790
586.167,0.2287,2.2790
586.333,0.2287,2.2790
586.500,0.2287,2.2790
586.667,0.2287,2.2790
586.833,0.2287,2.2790
587.000,0.2287,2.2790
587.167,0.2287,2.2790
587.333,0.2287,2.2790
587.500,0.2287,2.2790
587.667,0.2287,2.2790
587.833,0.2287,2.2790
588.000,0.2287,2.2790
588.167,0.2287,2.2790
588.333,0.2287,2.2790
588.500,0.2287,2.2790
588.667,0.2287,2.2790
588.833,0.2287,2.2790
589.000,0.2287,2.2790
589.167,0.2287,2.2790
589.333,0.2287,2.2790
589.500,0.2287,2.2790
589.667,0.2287,2.2790
589.833,0.2287,2.2790
590.000,0.2287,2.2790
590.167,0.2287,2.2790
590.333,0.2287,2.2790
590.500,0.2287,2.2790
590.667,0.2287,2.2790
590.833,0.2288,2.2773
591.000,0.2288,2.2773
591.167,0.2288,2.2773
591.333,0.2288,2.2773
591.500,0.2288,2.2773
591.667,0.2288,2.2773
591.833,0.2288,2.2773
592.000,0.2287,2.2790
592.167,0.2287,2.2790
592.333,0.2287,2.2790
592.500,0.2287,2.2790
592.667,0.2303,2.2791
592.833,0.2284,2.2823
593.000,0.2281,2.2857
593.167,0.2295,2.2892
593.333,0.2276,2.2924
593.500,0.2242,2.2921
593.667,0.2238,2.2972
593.833,0.2220,2.2987
594.000,0.2202,2.3002
594.167,0.2185,2.3001
594.333,0.2164,2.3050
594.500,0.2131,2.3047
594.667,0.2096,2.3061
594.833,0.2060,2.3092
595.333,0.2025,2.3106
595.500,0.1990,2.3120
595.667,0.1972,2.3135
595.833,0.1923,2.3114
596.000,0.1935,2.2980
596.167,0.1978,2.2662
596.500,0.2113,2.2047
596.833,0.2292,2.1318
597.167,0.2434,2.0620
597.333,0.2511,2.0306
597.500,0.2574,1.9956
597.667,0.2598,1.9873
597.833,0.2614,1.9875
598.000,0.2655,1.9591
598.167,0.2754,1.9211
598.333,0.2843,1.8948
598.500,0.2927,1.8550
598.667,0.3019,1.8253
598.833,0.3095,1.7939
599.000,0.3214,1.7527
599.167,0.3303,1.7264
599.333,0.3414,1.6936
599.500,0.3510,1.6589
599.667,0.3573,1.6240
599.833,0.3668,1.5911
600.000,0.3712,1.5577
600.167,0.3790,1.5247
600.333,0.3836,1.4896
600.500,0.3907,1.4649
600.667,0.4002,1.4118
600.833,0.4088,1.3687
601.000,0.4166,1.3356
601.167,0.4261,1.3027
601.500,0.4437,1.2317
601.667,0.4510,1.2054
601.833,0.4586,1.1740
602.000,0.4699,1.1396
602.167,0.4831,1.1020
602.333,0.4958,1.0694
602.500,0.5118,1.0387
602.667,0.5214,1.0041
602.833,0.5359,0.9717
603.000,0.5431,0.9453
603.167,0.5560,0.9111
603.333,0.5652,0.8815
603.500,0.5736,0.8604
603.667,0.5824,0.8359
603.833,0.5890,0.8162
604.000,0.5972,0.7984
604.167,0.6054,0.7806
604.333,0.6095,0.7725
604.500,0.6139,0.7594
604.667,0.6217,0.7466
604.833,0.6222,0.7399
605.000,0.6278,0.7336
605.167,0.6339,0.7207
605.333,0.6376,0.7159
605.500,0.6401,0.7060
605.667,0.6439,0.7013
605.833,0.6512,0.6935
606.000,0.6517,0.6885
606.167,0.6558,0.6787
606.333,0.6615,0.6708
606.500,0.6653,0.6660
606.667,0.6693,0.6580
606.833,0.6730,0.6532
607.000,0.6732,0.6515
607.167,0.6750,0.6500
607.333,0.6783,0.6503
607.500,0.6789,0.6436
607.667,0.6823,0.6422
607.833,0.6821,0.6455
608.000,0.6853,0.6475
608.167,0.6869,0.6476
608.333,0.6869,0.6476
608.500,0.6869,0.6476
608.667,0.6869,0.6476
608.833,0.6869,0.6476
609.167,0.6953,0.6482
609.333,0.6969,0.6484
609.500,0.7021,0.6471
609.833,0.7072,0.6458
610.000,0.7086,0.6493
610.167,0.7108,0.6428
610.333,0.7142,0.6430
610.500,0.7178,0.6399
610.667,0.7194,0.6401
610.833,0.7211,0.6402
611.000,0.7247,0.6371
611.167,0.7285,0.6324
611.333,0.7303,0.6309
611.500,0.7307,0.6258
611.667,0.7307,0.6258
611.833,0.7325,0.6243
612.000,0.7346,0.6194
612.167,0.7333,0.6143
612.333,0.7255,0.6070
612.500,0.6386,0.6035
612.667,0.6101,0.6029
612.833,0.5763,0.6053
613.000,0.5508,0.6100
613.167,0.5139,0.6105
613.333,0.4953,0.6124
613.500,0.4951,0.6141
613.667,0.4938,0.6106
613.833,0.4502,0.6105
614.000,0.4251,0.6102
614.167,0.3966,0.6097
614.333,0.3767,0.6081
614.500,0.3549,0.6081
614.667,0.3416,0.6070
614.833,0.3216,0.6055
615.000,0.3083,0.6044
615.667,0.2654,0.5977
616.000,0.2454,0.5961
616.333,0.2306,0.5933
616.500,0.2205,0.5942
616.833,0.2058,0.5896
617.167,0.1892,0.5883
617.500,0.1759,0.5873
617.667,0.1726,0.5870
617.833,0.1729,0.5837
618.167,0.1665,0.5799
618.333,0.1668,0.5765
618.500,0.1669,0.5749
618.667,0.1669,0.5749
618.833,0.1671,0.5732
619.000,0.1671,0.5732
619.167,0.1669,0.5749
619.333,0.1671,0.5732
619.500,0.1639,0.5713
619.667,0.1673,0.5699
619.833,0.1660,0.5664
620.000,0.1644,0.5646
620.167,0.1646,0.5629
620.333,0.1615,0.5594
620.500,0.1617,0.5577
620.667,0.1601,0.5559
620.833,0.1572,0.5506
621.000,0.1556,0.5505
621.167,0.1524,0.5486
621.333,0.1510,0.5451
621.500,0.1477,0.5449
621.667,0.1429,0.5428
621.833,0.1398,0.5392
622.000,0.1395,0.5426
622.167,0.1330,0.5404
622.333,0.1330,0.5404
622.500,0.1280,0.5400
622.667,0.1262,0.5415
623.000,0.1210,0.5445
623.167,0.1189,0.5493
623.333,0.1200,0.5561
623.500,0.1241,0.5665
623.667,0.1283,0.5769
623.833,0.1291,0.5870
624.000,0.1352,0.5942
624.167,0.1360,0.6043
624.333,0.1407,0.6080
624.500,0.1392,0.6062
624.667,0.1406,0.6097
624.833,0.1432,0.6182
625.000,0.1460,0.6252
625.667,0.1581,0.6596
626.000,0.1639,0.6702
626.667,0.1623,0.6700
626.833,0.1620,0.6734
627.000,0.1620,0.6734
627.167,0.1632,0.6785
627.333,0.1611,0.6834
627.500,0.1578,0.6831
627.667,0.1525,0.6860
627.833,0.1525,0.6860
628.333,0.1435,0.6937
628.500,0.1435,0.6937
628.667,0.1399,0.6968
628.833,0.1415,0.6986
629.000,0.1394,0.7034
629.167,0.1391,0.7068
629.333,0.1388,0.7101
629.500,0.1354,0.7115
629.833,0.1816,0.7185
630.000,0.2183,0.7197
630.167,0.2520,0.7174
630.500,0.3141,0.7156
630.833,0.3761,0.7154
631.000,0.3977,0.7171
631.167,0.4148,0.7134
631.500,0.4531,0.7165
631.667,0.4682,0.7160
631.833,0.4715,0.7162
632.000,0.4733,0.7147
632.167,0.4850,0.7156
632.333,0.5000,0.7168
632.500,0.5100,0.7176
632.667,0.5183,0.7183
632.833,0.5267,0.7189
633.000,0.5317,0.7193
633.167,0.5415,0.7218
633.500,0.5565,0.7229
633.667,0.5664,0.7254
633.833,0.5730,0.7259
634.833,0.6092,0.7355
635.167,0.6125,0.7358
635.333,0.6142,0.7359
635.500,0.6125,0.7358
635.667,0.6125,0.7358
635.833,0.6125,0.7358
636.167,0.6125,0.7358
636.333,0.6125,0.7358
636.667,0.6125,0.7358
636.833,0.6125,0.7358
637.000,0.6146,0.7309
637.167,0.6129,0.7308
637.500,0.6167,0.7260
637.667,0.6171,0.7210
637.833,0.6172,0.7193
638.000,0.6207,0.7179
638.167,0.6228,0.7131
638.333,0.6246,0.7115
638.500,0.6280,0.7101
638.667,0.6280,0.7101
638.833,0.6317,0.7070
639.000,0.6335,0.7055
639.167,0.6353,0.7040
639.333,0.6386,0.7042
639.500,0.6424,0.6995
639.667,0.6422,0.7012
639.833,0.6474,0.6999
640.000,0.6517,0.7086
640.167,0.6513,0.7136
640.333,0.6543,0.7172
640.500,0.6533,0.7289
640.667,0.6521,0.7439
640.833,0.6534,0.7491
641.000,0.6534,0.7491
641.167,0.6535,0.7474
641.333,0.6515,0.7506
641.500,0.6510,0.7573
641.667,0.6503,0.7656
641.833,0.6498,0.7723
642.000,0.6507,0.7808
642.167,0.6499,0.7908
642.333,0.6493,0.7975
642.500,0.6471,0.8040
642.667,0.6498,0.8126
642.833,0.6491,0.8210
643.000,0.6470,0.8259
643.167,0.6485,0.8277
643.333,0.6487,0.8260
643.500,0.6487,0.8260
643.667,0.6487,0.8260
644.167,0.6496,0.8345
644.500,0.6509,0.8396
644.667,0.6527,0.8381
644.833,0.6558,0.8417
645.000,0.6591,0.8419
645.167,0.6606,0.8437
645.333,0.6641,0.8423
645.500,0.6688,0.8461
645.667,0.6720,0.8480
645.833,0.6736,0.8498
646.000,0.6734,0.8515
646.167,0.6750,0.8533
646.333,0.6780,0.8569
646.500,0.6794,0.8604
646.667,0.6794,0.8604
646.833,0.6809,0.8622
647.000,0.6805,0.8672
647.167,0.6837,0.8691
647.333,0.6832,0.8758
647.500,0.6712,0.8782
647.667,0.6392,0.8790
647.833,0.5978,0.8724
648.000,0.5645,0.8697
648.167,0.5279,0.8651
648.500,0.4614,0.8582
648.667,0.4298,0.8557
648.833,0.4214,0.8550
649.000,0.4214,0.8550
649.167,0.4198,0.8549
649.333,0.4030,0.8552
649.500,0.3762,0.8548
649.667,0.3512,0.8528
649.833,0.3312,0.8512
650.000,0.3161,0.8517
650.333,0.2909,0.8530
650.500,0.2774,0.8536
650.667,0.2641,0.8526
650.833,0.2574,0.8520
651.000,0.2491,0.8514
651.167,0.2375,0.8504
651.333,0.2308,0.8499
651.500,0.2242,0.8494
651.833,0.2075,0.8481
652.167,0.1923,0.8502
652.333,0.1840,0.8496
652.667,0.1656,0.8498
652.833,0.1654,0.8514
653.000,0.1621,0.8512
653.333,0.1552,0.8540
653.500,0.1552,0.8540
653.667,0.1552,0.8540
653.833,0.1552,0.8540
654.000,0.1552,0.8540
654.167,0.1552,0.8540
654.333,0.1552,0.8540
654.500,0.1552,0.8540
654.667,0.1552,0.8540
654.833,0.1552,0.8540
655.000,0.1571,0.8508
655.167,0.1571,0.8508
655.333,0.1574,0.8474
655.667,0.1561,0.8423
655.833,0.1549,0.8372
656.000,0.1566,0.8373
656.167,0.1549,0.8372
656.333,0.1521,0.8302
656.500,0.1521,0.8302
656.667,0.1494,0.8233
656.833,0.1459,0.8247
657.000,0.1429,0.8211
657.167,0.1412,0.8210
657.333,0.1364,0.8189
657.500,0.1365,0.8173
657.667,0.1300,0.8151
657.833,0.1318,0.8135
658.000,0.1283,0.8149
658.167,0.1250,0.8147
658.333,0.1202,0.8126
658.500,0.1200,0.8143
658.667,0.1132,0.8154
658.833,0.1118,0.8119
659.000,0.1093,0.8218
659.167,0.1107,0.8253
659.333,0.1092,0.8235
659.500,0.1092,0.8235
659.667,0.1103,0.8303
659.833,0.1143,0.8423
660.167,0.1209,0.8630
660.333,0.1254,0.8701
660.500,0.1280,0.8787
660.667,0.1307,0.8856
661.000,0.1363,0.8995
661.167,0.1406,0.9082
661.333,0.1432,0.9168
661.500,0.1476,0.9239
661.667,0.1484,0.9340
662.000,0.1523,0.9477
662.167,0.1522,0.9494
662.333,0.1523,0.9477
662.500,0.1523,0.9477
662.667,0.1523,0.9477
662.833,0.1537,0.9512
663.000,0.1534,0.9546
663.167,0.1548,0.9580
663.333,0.1546,0.9597
663.500,0.1509,0.9644
663.667,0.1476,0.9642
